sample_id,instrument_id,run_date,month,retention_time_min,peak_area,peak_width_min,concentration_mgL,true_value_mgL,error_mgL,error_pct,percent_recovery,rsd_pct,response_factor,peakarea_zscore,retention_deviation,is_outlier,replicate_number,residual,ewma,cusum,roll_mean,roll_std,roll_cv,slope,intercept,r2,total_runs,out_of_control,mean_peak_area,std_peak_area,ucl,lcl,out_of_control_runs,resolution,tailing,plates
S011,HPLC_01,2025-02-08,2025-02,5.13,10726.0,0.13,1.07,1.06,0.010000000000000009,0.9433962264150951,100.9433962264151,0.0,10024.29906542056,1.761484866305619,-0.10466063348416288,0,1,347.5837104072398,10369.047009623795,-543.3031674208178,10352.42857142857,290.96555188020386,0.028106018783189964,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.905209550744057,1.019328406584494,24915.408284023666
S012,GC_02,2025-01-18,2025-01,3.75,10166.0,0.08,1.02,1.06,-0.040000000000000036,-3.7735849056603805,96.22641509433963,0.0,9966.666666666666,0.17004895278606946,0.04986842105263145,0,1,323.73245614035113,9960.955397810314,1195.0307017543964,9961.57142857143,190.3600598364838,0.019109440834856613,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.8742424008931584,1.0980803931123175,35156.25
S013,HPLC_01,2025-03-10,2025-03,5.19,10098.0,0.09,1.01,1.03,-0.020000000000000018,-1.9417475728155356,98.05825242718447,0.0,9998.019801980197,-0.023196836712733003,-0.04466063348416238,0,1,-280.4162895927602,10249.937351795656,-229.1085972850742,10203.0,145.92235378215588,0.014301906672758588,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.6330229513808696,0.8959283794150186,53207.11111111112
S014,HPLC_01,2025-01-04,2025-01,5.35,10277.0,0.11,1.03,1.05,-0.020000000000000018,-1.9047619047619064,98.09523809523809,0.0,9977.669902912621,0.4854942856444088,0.11533936651583687,0,1,-101.41628959276022,10261.285082782926,-952.8280542986431,10296.42857142857,230.8295598797643,0.022418410255405485,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.6235247268328195,0.9343352651971545,37847.93388429751
S015,GC_02,2025-02-01,2025-02,3.72,9523.0,0.1,0.95,0.98,-0.030000000000000027,-3.061224489795921,96.93877551020408,0.0,10024.21052631579,-1.657260497915842,0.019868421052631646,0,1,-319.26754385964887,9784.830694605616,1932.7368421052815,9733.142857142857,288.70944365770725,0.029662509622555493,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.511318703466179,1.0093804950602954,22141.440000000002
S016,HPLC_01,2025-03-21,2025-03,5.02,10515.0,0.07,1.05,1.03,0.020000000000000018,1.9417475728155356,101.94174757281553,0.0,10014.285714285714,1.1618545488902174,-0.2146606334841632,0,1,136.58371040723978,10394.750629416554,91.15384615383846,10446.57142857143,223.34044054079024,0.021379305360412597,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.9880482662038108,0.922600226647843,82287.02040816325
S017,HPLC_01,2025-02-24,2025-02,5.2,10084.0,0.07,1.01,0.99,0.020000000000000018,2.020202020202022,102.020202020202,0.0,9984.158415841584,-0.06298273455072174,-0.034660633484162595,0,1,-294.4162895927602,10220.22847727556,224.38009049773245,10240.0,209.844386788549,0.02049261589731924,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.1045381491780812,0.943693998790414,88293.87755102038
S018,HPLC_01,2025-02-28,2025-02,5.33,10446.0,0.08,1.04,1.01,0.030000000000000027,2.970297029702973,102.97029702970298,0.0,10044.23076923077,0.9657669095458443,0.0953393665158373,0,1,67.58371040723978,10354.570939066793,38.38461538460979,10353.0,170.13328108671772,0.0164332349161323,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.8179399642207623,0.9862502381163168,71022.25
S019,HPLC_01,2025-02-26,2025-02,5.38,10340.0,0.11,1.03,1.02,0.010000000000000009,0.980392156862746,100.98039215686273,0.0,10038.83495145631,0.6645308259153581,0.14533936651583712,0,1,-38.41628959276022,10400.69549275754,426.4660633484109,10407.285714285714,222.76872482892463,0.021405074381991632,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.1197058888617777,0.9415079898692965,38273.5867768595
S020,HPLC_01,2025-03-31,2025-03,5.29,10487.0,0.08,1.05,1.04,0.010000000000000009,0.9615384615384623,100.96153846153845,0.0,9987.619047619048,1.0822827532142398,0.05533936651583726,0,1,108.58371040723978,10411.9027550371,-99.91855203620798,10425.285714285714,275.5084477142314,0.026426944571572138,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.3571050420212103,1.0267496937238543,69960.25
S021,HPLC_01,2025-03-30,2025-03,5.08,10057.0,0.1,1.01,1.0,0.010000000000000009,1.0000000000000009,101.0,0.0,9957.425742574258,-0.1397126803811286,-0.1546606334841627,0,1,-321.4162895927602,10315.388193431832,-541.6696832579273,10336.857142857143,254.76291499576584,0.02464607099381355,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.3759323202324807,0.9484855304432027,41290.24
S022,GC_02,2025-03-16,2025-03,3.6,9596.0,0.12,0.96,0.93,0.029999999999999916,3.225806451612894,103.2258064516129,0.0,9995.833333333334,-1.4498054591891865,-0.10013157894736846,0,1,-246.26754385964887,9812.874993209187,483.64473684215045,9827.0,240.68374823960454,0.024492087945416154,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.2558767499389476,0.9924168798331188,14400.000000000004
S023,GC_02,2025-02-12,2025-02,3.79,9696.0,0.09,0.97,0.95,0.020000000000000018,2.105263157894739,102.10526315789474,0.0,9995.876288659794,-1.165620474632124,0.08986842105263149,0,1,-146.26754385964887,9812.208666332579,2022.5131578947621,9810.42857142857,268.2653270817614,0.02734491415217524,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.7313084121234898,1.055613990643833,28373.530864197535
S024,HPLC_01,2025-02-13,2025-02,5.24,10365.0,0.12,1.04,1.09,-0.050000000000000044,-4.587155963302756,95.41284403669724,0.0,9966.346153846154,0.7355770720546237,0.00533936651583744,0,1,-13.416289592760222,10398.038920302417,757.0361990950187,10386.0,205.11378955756885,0.019749065045019144,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.807289627710178,0.9433991954530285,30508.444444444453
S025,HPLC_01,2025-02-01,2025-02,5.09,10389.0,0.1,1.04,0.99,0.050000000000000044,5.0505050505050555,105.05050505050507,0.0,9989.423076923076,0.8037814683483187,-0.14466063348416291,0,1,10.583710407239778,10479.747161265255,345.6923076923049,10489.285714285714,255.78487985395802,0.024385347755910197,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.536175504249488,0.9058750796547134,41452.96
S026,GC_02,2025-03-26,2025-03,3.7,9514.0,0.09,0.95,0.91,0.039999999999999925,4.395604395604387,104.39560439560438,0.0,10014.736842105263,-1.6828371465259777,-0.0001315789473683715,0,1,-328.26754385964887,9777.755184086858,-197.84649122801784,9797.0,215.87959607151336,0.022035275703941346,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.634809004358848,0.9756195104898393,27041.97530864198
S027,GC_02,2025-01-01,2025-01,3.81,10168.0,0.09,1.02,1.06,-0.040000000000000036,-3.7735849056603805,96.22641509433963,0.0,9968.627450980392,0.1757326524772107,0.1098684210526315,0,1,325.73245614035113,10168.0,325.73245614035113,10168.0,,,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.9532898936835457,0.9738139805213457,28673.77777777778
S028,GC_02,2025-03-07,2025-03,3.85,10065.0,0.09,1.01,0.99,0.020000000000000018,2.020202020202022,102.020202020202,0.0,9965.346534653465,-0.11697788161656361,0.14986842105263154,0,1,222.73245614035113,9862.625646428409,805.4035087719676,9882.857142857143,235.82085613972794,0.023861607299481,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.39034801984084,1.00462781440121,29279.012345679013
S029,GC_02,2025-01-13,2025-01,3.51,9885.0,0.11,0.99,1.0,-0.010000000000000009,-1.0000000000000009,99.0,0.0,9984.848484848484,-0.628510853819276,-0.19013157894736876,0,1,42.73245614035113,9821.439073015856,473.973684210534,9787.285714285714,188.86124914489952,0.019296590971001688,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.847621212329805,0.9733338572359224,16291.041322314048
S030,GC_02,2025-03-26,2025-03,3.64,9884.0,0.1,0.99,0.97,0.020000000000000018,2.061855670103095,102.06185567010309,0.0,9983.838383838383,-0.6313527036648466,-0.060131578947368425,0,1,41.73245614035113,9799.004147269487,-156.1140350876667,9798.857142857143,216.6767396925875,0.02211245010858573,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.967310761651098,0.9735757783485192,21199.359999999997
S031,GC_02,2025-01-07,2025-01,3.86,9952.0,0.11,1.0,1.0,0.0,0.0,100.0,0.0,9952.0,-0.4381069141660442,0.15986842105263133,0,1,109.73245614035113,9923.264670628187,1113.7192982456181,9883.142857142857,194.26736608038257,0.01965643610422766,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.851237222701164,1.001556432586926,19701.950413223134
S032,HPLC_01,2025-02-09,2025-02,5.45,10746.0,0.12,1.07,1.1,-0.030000000000000027,-2.7272727272727297,97.27272727272727,0.0,10042.990654205607,1.8183218632170317,0.2153393665158374,0,1,367.5837104072398,10409.870086159232,-401.1357466063382,10435.857142857143,304.54743941977756,0.029182791145069102,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.8336939531579306,1.0412728864673315,33002.77777777779
S033,HPLC_01,2025-03-21,2025-03,5.5,10760.0,0.1,1.08,1.08,0.0,0.0,100.0,0.0,9962.962962962962,1.8581077610550203,0.2653393665158372,0,1,381.5837104072398,10467.800503533244,472.73755656107824,10442.857142857143,216.87740666978468,0.020768014318584032,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.7231970690847858,0.9680303382786847,48400.0
S034,GC_02,2025-03-19,2025-03,3.58,9543.0,0.13,0.95,0.99,-0.040000000000000036,-4.040404040404044,95.95959595959596,0.0,10045.263157894737,-1.6004235010044296,-0.12013157894736848,0,1,-299.26754385964887,9788.118308975865,278.7719298246084,9813.0,233.24236321903177,0.0237687112217499,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.8296241230086707,1.0017997166047345,12133.869822485205
S035,GC_02,2025-04-01,2025-04,3.61,9573.0,0.1,0.96,0.97,-0.010000000000000009,-1.0309278350515474,98.96907216494846,0.0,9971.875,-1.515168005637311,-0.09013157894736867,0,1,-269.26754385964887,9866.358097429305,-213.73245614029292,9946.142857142857,208.2950059982448,0.0209422897891173,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.6682725635625129,1.0891173734719497,20851.359999999993
S036,HPLC_01,2025-03-18,2025-03,5.08,10220.0,0.07,1.02,1.04,-0.020000000000000018,-1.9230769230769247,98.07692307692307,0.0,10019.607843137255,0.32350884444688316,-0.1546606334841627,0,1,-158.41628959276022,10330.66973907167,-159.09954751131954,10374.142857142857,262.6159607814071,0.025314473147108194,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.7776762319440427,1.0039466625208857,84265.79591836734
S037,GC_02,2025-01-24,2025-01,3.81,9594.0,0.09,0.96,0.97,-0.010000000000000009,-1.0309278350515474,98.96907216494846,0.0,9993.75,-1.4554891588803278,0.1098684210526315,0,1,-248.26754385964887,9858.248657819438,1281.6228070175566,9874.0,225.85836269662113,0.02287404929072525,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.139990020536588,1.0237509685972184,28673.77777777778
S038,GC_02,2025-03-24,2025-03,3.74,9911.0,0.11,0.99,0.99,0.0,0.0,100.0,0.0,10011.111111111111,-0.5546227578344398,0.039868421052631664,0,1,68.73245614035113,9815.250107225685,119.02631578952423,9846.285714285714,248.2402829825115,0.025211566085508393,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.669254574108815,1.0231613471671934,18496.0
S039,HPLC_01,2025-02-14,2025-02,5.1,10486.0,0.08,1.05,1.02,0.030000000000000027,2.9411764705882377,102.94117647058825,0.0,9986.666666666666,1.0794409033686694,-0.13466063348416313,0,1,107.58371040723978,10398.739141755872,943.3710407239778,10394.42857142857,258.8879147062536,0.024906411442170602,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.042170915524599,1.0129153525080312,65024.999999999985
S040,GC_02,2025-03-29,2025-03,3.78,9643.0,0.08,0.96,0.98,-0.020000000000000018,-2.040816326530614,97.95918367346938,0.0,10044.791666666668,-1.3162385164473671,0.07986842105263126,0,1,-199.26754385964887,9773.104992637673,-957.7894736841554,9789.0,210.27442386874563,0.021480684836933866,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.4847466360872708,0.874783713212482,35721.0
S041,HPLC_01,2025-02-24,2025-02,5.05,10097.0,0.1,1.01,1.0,0.010000000000000009,1.0000000000000009,101.0,0.0,9997.029702970296,-0.026038686558303627,-0.18466063348416295,0,1,-281.4162895927602,10195.582781820447,-57.03619909502777,10229.42857142857,215.6825268327214,0.021084513697581905,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.8820236623661977,1.0920687207065833,40803.999999999985
S042,GC_02,2025-01-31,2025-01,3.83,9505.0,0.09,0.95,0.98,-0.030000000000000027,-3.061224489795921,96.93877551020408,0.0,10005.263157894737,-1.7084137951361134,0.12986842105263152,0,1,-337.26754385964887,9789.610460321273,2001.2719298245793,9787.142857142857,272.4300696640192,0.02783550558528878,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.8700344322885227,1.1027560779921426,28975.60493827161
S043,HPLC_01,2025-03-24,2025-03,5.29,10320.0,0.1,1.03,1.03,0.0,0.0,100.0,0.0,10019.417475728154,0.6076938290039456,0.05533936651583726,0,1,-58.41628959276022,10271.827087850794,-423.425339366524,10194.42857142857,145.023971745859,0.014225806844368956,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.993979396182726,0.9444717449078234,44774.56
S044,HPLC_01,2025-01-06,2025-01,5.35,10435.0,0.09,1.04,1.05,-0.010000000000000009,-0.9523809523809532,99.04761904761905,0.0,10033.653846153846,0.9345065612445674,0.11533936651583687,0,1,56.58371040723978,10412.501898714274,-543.1583710407249,10415.285714285714,255.01549906212432,0.02448473388611341,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.006030231649746,1.0664158215423845,56538.271604938265
S045,HPLC_01,2025-01-28,2025-01,5.47,10439.0,0.1,1.04,1.01,0.030000000000000027,2.970297029702973,102.97029702970298,0.0,10037.5,0.9458739606268499,0.23533936651583698,0,1,60.58371040723978,10474.53966370935,-1273.7285067873327,10536.0,268.30020499432925,0.025465091590198295,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.870903964528181,1.0527493781570483,47873.439999999995
S046,HPLC_01,2025-03-25,2025-03,5.23,10572.0,0.1,1.06,1.02,0.040000000000000036,3.921568627450984,103.921568627451,0.0,9973.584905660377,1.323839990087743,-0.0046606334841623465,0,1,193.58371040723978,10338.289336224509,-296.25791855204443,10275.714285714286,188.76591702043598,0.01837010175369181,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.6771823649991138,1.0194299534916929,43764.64000000001
S047,GC_02,2025-03-01,2025-03,3.72,9576.0,0.08,0.96,0.97,-0.010000000000000009,-1.0309278350515474,98.96907216494846,0.0,9975.0,-1.5066424561005989,0.019868421052631646,0,1,-266.26754385964887,9834.198828739696,2163.9517543859984,9884.714285714286,262.9003070149779,0.026596652105051743,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.98202863868527,0.9291380625722123,34596.0
S048,HPLC_01,2025-01-17,2025-01,5.5,10233.0,0.08,1.02,0.97,0.050000000000000044,5.154639175257737,105.15463917525774,0.0,10032.35294117647,0.3604528924393013,0.2653393665158372,0,1,-145.41628959276022,10330.76206323073,-1615.4027149321282,10333.142857142857,196.7430037480611,0.01903999649168318,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.899199892193171,0.9221076992661266,75625.0
S049,HPLC_01,2025-01-20,2025-01,5.31,10480.0,0.08,1.05,1.07,-0.020000000000000018,-1.8691588785046744,98.13084112149532,0.0,9980.95238095238,1.0623898042952455,0.07533936651583684,0,1,101.58371040723978,10300.984154303556,-2069.9004524886896,10292.714285714286,228.69682572182407,0.022219292149131403,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.3026204310752294,0.974459004253326,70490.25
S050,GC_02,2025-02-08,2025-02,3.72,9560.0,0.1,0.96,0.99,-0.030000000000000027,-3.030303030303033,96.96969696969697,0.0,9958.333333333334,-1.552112053629729,0.019868421052631646,0,1,-282.26754385964887,9834.994819691874,1733.7236842105485,9844.42857142857,229.78965536830657,0.02334210195147576,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.5729250685115275,1.1019910245073123,22141.440000000002
S051,GC_02,2025-01-26,2025-01,3.79,10059.0,0.08,1.01,1.01,0.0,0.0,100.0,0.0,9959.405940594059,-0.13402898068998736,0.08986842105263149,0,1,216.73245614035113,9979.720949721263,2403.947368421068,10006.142857142857,180.92671497176133,0.018081564250565074,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.8644965937356321,1.0169163717091523,35910.25
S052,HPLC_01,2025-03-01,2025-03,5.28,10043.0,0.12,1.0,1.0,0.0,0.0,100.0,0.0,10043.0,-0.17949857821911736,0.045339366515837476,0,1,-335.4162895927602,10427.96985664176,693.7194570135689,10457.857142857143,280.0800055766415,0.026781777734259823,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.6960676100397245,1.0953238900959215,30976.00000000001
S053,GC_02,2025-01-20,2025-01,3.75,9645.0,0.09,0.96,0.94,0.020000000000000018,2.1276595744680873,102.12765957446808,0.0,10046.875,-1.310554816756226,0.04986842105263145,0,1,-197.26754385964887,9864.950824754487,1155.692982456152,9891.42857142857,203.44930338444829,0.020568242687624756,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.801351513296508,0.933517705833773,27777.777777777785
S054,HPLC_01,2025-01-01,2025-01,5.47,10720.0,0.09,1.07,1.04,0.030000000000000027,2.8846153846153872,102.8846153846154,0.0,10018.691588785046,1.7444337672321955,0.23533936651583698,0,1,341.5837104072398,10204.8,39.167420814479556,10398.0,455.3767670841366,0.04379464965225395,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.9765550555679292,1.0020898913080893,59103.01234567902
S055,HPLC_01,2025-02-09,2025-02,5.1,10105.0,0.1,1.01,1.02,-0.010000000000000009,-0.980392156862746,99.01960784313727,0.0,10004.950495049505,-0.0033038877937386336,-0.13466063348416313,0,1,-273.4162895927602,10348.896068927386,-674.5520361990984,10370.0,321.10849672138244,0.03096513951025867,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.7087001625253249,1.0570829265254262,41615.999999999985
S056,HPLC_01,2025-02-03,2025-02,5.08,10251.0,0.08,1.03,1.03,0.0,0.0,100.0,0.0,9952.42718446602,0.4116061896595725,-0.1546606334841627,0,1,-127.41628959276022,10433.997729012206,218.27601809954467,10421.142857142857,244.89686847829464,0.023500001087734586,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.291101351771502,1.0657584121211572,64516.0
S057,HPLC_01,2025-02-17,2025-02,5.2,10063.0,0.09,1.01,1.03,-0.020000000000000018,-1.9417475728155356,98.05825242718447,0.0,9963.366336633664,-0.12266158130770485,-0.034660633484162595,0,1,-315.4162895927602,10375.817939239147,1325.6244343891358,10384.57142857143,228.48330146340777,0.0220021888274343,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.608410231537499,1.0338873053273345,53412.345679012345
